Datetime,Conversation ID,Tweet ID,Text,Likes,Retweets,Replies,Language,Media,Username,User Description,User Image
2022-02-28 21:27:05+00:00,1498409446963355655,1498409446963355655,"Have you ever created your own @decentraland wearable? Submit it for a chance to win a LAND or MANA in celebration of Metaverse Fashion Week 2022. #MVFW

Entries close March 4. More details 👇",134,39,27,en,,ParcelNFT,"Find your home in the metaverse 🌐 Buy, sell, and browse land 🗺️ Connect and collaborate with creators 🎨 linktr.ee/parcelnft",https://pbs.twimg.com/profile_images/1479532395372158984/tws0soLV_normal.jpg
2022-02-28 20:12:14+00:00,1498390608506863617,1498390608506863617,"The virtual #fashion event, hosted by #Decentraland, has announced its lineup. A mix of legacy luxury labels and digital brands are on board.

Xpozd will be in #mvfw, stay tuned we have something BIG planned. #fashionweek  https://t.co/ttA2N4OcDt",3,0,0,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 20:08:22+00:00,1495499335169191936,1498389636674056195,@MetaDripMD @decentraland @UNXD_NFT Nice! Looking for to seeing you guys at #mvfw,1,0,1,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 20:04:45+00:00,1496339408542441473,1498388724572254210,@Threedium Love this sketch and we can’t wait to see your designs at #mvfw,1,0,0,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 20:03:13+00:00,1498388340260827136,1498388340260827136,What are you going to wear to Metaverse Fashion Week? If you’re worries about showing up in a plastic bag … this guide may help. #mvfw #fashion https://t.co/IWCEiBj1eb,1,1,0,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 20:01:54+00:00,1497692515767574528,1498388009720287235,@BITCOINMACADEMY @decentraland @PacoRabanne @dolcegabbana @EtroOfficial @TommyHilfiger Fashion has always been ahead of the curve! We’re excited to be in #mvfw,1,0,0,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 19:23:06+00:00,1497450642721419264,1498378242612334593,@Wire_lyss @C_01_Project Looks amazing! We’re excited to be in #mvfw as well.,0,0,0,en,,xpozd_io,Fashion | Beauty | Portrait NFT Photographers and Filmmakers - Now accepting submissions for upcoming drops and marketplace features. Details info.xpozd.io,https://pbs.twimg.com/profile_images/1498352215819317248/4WNjuS0a_normal.jpg
2022-02-28 12:36:22+00:00,1498275884297560065,1498275886952591367,The popular metaverse project Decentraland (MANA) will host the Metaverse Fashion Week (MVFW) for the first time on its platform.,0,0,1,en,,GraceCoin_1,"FUTURE
YATIRIM TAVSİYESİ DEĞİLDİR. ( IT IS NOT INVESTMENT ADVICE )",https://pbs.twimg.com/profile_images/1486267758115442696/D7H10agb_normal.jpg
2022-02-28 11:32:26+00:00,1498259794976821250,1498259794976821250,"Manifest reality into the #metaverse via voice w/ @Meta ’s Builder Bot, visit #MVFW fashion week in @decentraland , buy @colbertlateshow ’s #NFT, earn exportable in-game money in @playhyperspace https://t.co/SuoPmSiUSU",5,1,0,en,,GamesAtWork_Biz,"The Show about Games, Gaming Technology, and how it affects Business today - co-hosts @carolinabigblue / @michaelrowe01 / @andypiper",https://pbs.twimg.com/profile_images/1836213463/photo_normal.JPG
2022-02-28 11:32:25+00:00,1498259791579394048,1498259791579394048,"Manifest reality into the #metaverse via voice w/ @Meta ’s Builder Bot, visit #MVFW fashion week in @decentraland , buy @colbertlateshow ’s #NFT, earn exportable in-game money in @playhyperspace https://t.co/BqFvGvoDpP",3,0,1,en,,carolinabigblue,"Web 11.0 mashup junkie, IBM Consulting executive and co-host of GamesAtWork.biz podcast. my views are my own.",https://pbs.twimg.com/profile_images/1212457376974020610/1zgW2YQs_normal.jpg
2022-02-28 10:38:22+00:00,1498246189678051328,1498246189678051328,C-01 going strong into MVFW 💪🏽@C_01_Community @C_01_Project #fashionweek #metaversefashionweek https://t.co/UNpCDpQvNO,3,0,0,en,,BalrogMarine,My MetaCave - oncyber.io/balrogmarinesm… / My MetaLegends collection - cyber.xyz/hallsofthemeta…,https://pbs.twimg.com/profile_images/1590399291356504066/VCwywSNl_normal.jpg
2022-02-28 08:29:09+00:00,1498213673407553537,1498213673407553537,"#Decentraland (#MANA), a virtual gaming marketplace, is poised to organise the first-ever #Metaverse Fashion Week (#MVFW) on its platform. - Bitcoinleef https://t.co/MnGSbFtD6M",3,0,0,en,,Bitcoinleef,"Place for Every Day CryptoNews

Our mission at Bitcoinleef is reliable news in one place with originality, honesty, and authenticity.",https://pbs.twimg.com/profile_images/1409183057311977473/Xb-9elwM_normal.jpg
2022-02-28 05:49:01+00:00,1498173371909132290,1498173371909132290,"Decentraland Will Organize the World’s First Metaverse Fashion Week https://t.co/JdRBxtwT6p

According to a new press release, Decentraland will organize the world’s first metaverse fashion week (MVFW) to showcase artificial intelligence fashion and wearable tech in the form of…",2,0,1,en,,KhatiDevendra,@QuillAudits | Community Building | Web3 Marketing | DeFi | Blockchain | Crypto | NFT | Metaverse | Tripovibe,https://pbs.twimg.com/profile_images/1606923112721055745/g9odZrMZ_normal.jpg
2022-02-27 22:35:20+00:00,1498064231333343232,1498064231333343232,"Only 255 of 8,888 C01's are left for sale under 1 eth. That number drops every day as we approach #MVFW  Get in low or FOMO in later 👀  This is the calm before the storm @C_01_Project  #c01models #NFT #NFTCollection #WomenInNFTs #Metaverse #Decentraland #fashionnft #NFA https://t.co/LfUROf0926",20,4,0,en,,wirelyss,"You found me! Secret page. Modeling, Mandarin 中文，NFT's, etc. -DYOR- 💎  gₒbₗᵢₙ//FVCK.  Team @90s_kids_club",https://pbs.twimg.com/profile_images/1530644483452375043/8W0_xBb__normal.jpg
2022-02-27 17:27:20+00:00,1497986724265353223,1497986724265353223,Virtual gaming marketplace Decentraland (MANA) is set to host the first-ever Metaverse Fashion Week (MVFW) on its platform. Decentraland will host four day...Read more: https://t.co/syyEtesgny,0,0,0,en,,webnowcompany,"#News #Cryptocurrency #Blockchain #Information #Technology #Crypto #Enthusiast Market #Analysis, #Prices Update, #Web #Development.",https://pbs.twimg.com/profile_images/1127005759022170118/6_hyPIWE_normal.png
2022-02-27 16:07:36+00:00,1497966655187546115,1497966655187546115,Excited for the upcoming Metaverse Fashion Week  #MVFW organised by @BosonProtocol and  @UNXD_NFT . Metaverse economies going 🚀 https://t.co/Ed0qqTSvKb,8,1,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMnYurgXoAE4Wy5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMnYurgXoAE4Wy5?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-02-27 15:15:43+00:00,1497953601116901381,1497953601116901381,Excited for @guopeiofficial’s entry into the metaverse via @decentraland Metaverse Fashion Week ( #MVFW ) - let’s get you on @ethleaderboard in prep for your debut 💯 🚀 https://t.co/slkqSrtjlE,1,0,0,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMnM27iWYAQBVIV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMnM27iWYAQBVIV?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-02-27 12:19:22+00:00,1497909218803961860,1497909218803961860,"Decentraland will be hosting the first Metaverse Fashion Week (MVFW) from 24 to 27 March 2022 .
The fashion industry is looking forward to the event and for the overall experience of being in a virtual fashion week of huge scale.#metaversefashion #metaversefashionweek #Metaverse",5,0,0,en,,digitalmedia215,Combining creativity and technology to grow your business with a focus on metaverse and NFT’s. Investors wanted #metaverse #nft,https://pbs.twimg.com/profile_images/838516321587499008/o-ZBg99q_normal.jpg
2022-02-27 01:56:36+00:00,1497752493773705218,1497752493773705218,"New $ENS domain registrations 

mvfw.eth
tigergroup.eth
xcalibur.eth
saucysantana.eth
samtompkins.eth
lf2.eth",0,0,1,en,,ensregistry,Community-run bot that tracks new $ENS domain registrations 📝,https://pbs.twimg.com/profile_images/1480975887239626757/-luvVYmv_normal.jpg
2022-02-26 21:58:16+00:00,1497692515767574528,1497692515767574528,"Confirmed brands for the first #Metaverse Fashion Week #mvfw to be held on March 24 at @Decentraland:
@PacoRabanne, @dolcegabbana, @EtroOfficial, @TommyHilfiger among others.
#fashion 👗 is fast catching up with #web3 adoption 👊
#Metaverse  more info: https://t.co/U7FXP351DZ https://t.co/6obGbgTgVP",81,67,4,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMjfFf-XIAk5ubR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMjfFf-XIAk5ubR?format=jpg&name=large')]",DTRADINGPROFIT,"📈 VIP Trading Group
📊 Cryptocurrency Trading Education
💰 Daily Trade Signals And Market Alerts
🗣1-On-1 Mentorship
SIGN UP ⬇️ // Únete a nuestra comunidad ⬇️",https://pbs.twimg.com/profile_images/1584683518562631681/G4ZlLwte_normal.jpg
2022-02-26 09:49:01+00:00,1497508996122660864,1497508996122660864,"As a part of #MVFW we’ll be hosting some of the biggest names in fashion within Portal connected by @BosonProtocol: the metaverse marketplace enabling the sale of physical items as NFTs

So the big question is: what do you wear to a metaverse fashion show?
https://t.co/Ooy2GlNkvI https://t.co/VZyBDV8tRL",85,7,4,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMg4fomX0AANeU4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMg4fomX0AANeU4?format=jpg&name=large')]",BosonProtocol,"Web3’s Commerce Layer  

Join the community ⬇️ 
t.me/bosonprotocol 
discord.gg/QSdtKRaap6",https://pbs.twimg.com/profile_images/1564990961423458309/74l9A-xK_normal.jpg
2022-02-26 06:57:07+00:00,1497465736478224385,1497465736478224385,"#Blockchain-based #VRplatform @Decentraland has announced the launch of a #Metaverse #FashionWeek, scheduled to take place between Mar 24th-27th. #MVFW will consist of daily runway shows featuring #digital wearables, showcasing virtual runway.
#Crypto #CKM
https://t.co/2Xq1DyhFpt",5,2,1,en,,ckmnewsfeed,"We aim to be the biggest media platform in the Crypto niche and serve our readers with the latest news, updates and information in the Crypto world.",https://pbs.twimg.com/profile_images/1334052374046928896/RtPFEqDW_normal.jpg
2022-02-26 05:57:09+00:00,1497450642721419264,1497450642721419264,Making history on (and off) the runway. 228 models left under 1 eth! Stock up now and DELIST 📈💎💪  RT if you’re ready for Decentraland Fashion week! @C_01_Project #MVFW #c01models #ETH #NFT #Decentraland https://t.co/IlLUSMGo2E,115,52,12,en,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1497450619564699648/pu/img/3Zj487bfjZjJbj3Q.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1497450619564699648/pu/vid/540x540/zYCE9HgJ16U8MIPx.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1497450619564699648/pu/vid/720x720/Zdp5QsKSxUNsKObS.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1497450619564699648/pu/pl/LChhtp5A05ug0igg.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1497450619564699648/pu/vid/320x320/_Rol7sLaoQZGlZta.mp4?tag=12', bitrate=432000)], duration=7.983, views=891)]",wirelyss,"You found me! Secret page. Modeling, Mandarin 中文，NFT's, etc. -DYOR- 💎  gₒbₗᵢₙ//FVCK.  Team @90s_kids_club",https://pbs.twimg.com/profile_images/1530644483452375043/8W0_xBb__normal.jpg
2022-02-26 04:11:21+00:00,1497424017732485123,1497424020521717760,"⚫️More info: https://t.co/Hl32qynJVl

👠More than 10 fashion brands/labels have confirmed their participation in the #MVFW , JOIN NOW!",1,0,0,en,,DragonCityIO,"A large-scale cultural Metaverse community @decentraland, 
built by @MetaverseLabs, 
powered by @dragondao_

Join us: dsc.gg/dragoncity",https://pbs.twimg.com/profile_images/1367452060912807941/AV20wemf_normal.jpg
2022-02-26 04:11:21+00:00,1497424017732485123,1497424017732485123,"🟣🟡🔴#MVFW Application will close in 2 days！
Designers, brands, fashionistas, look out!

⚫️Join as Brands/Designers：https://t.co/83sxfNKJaX

⚫️Join as Sponsors/Community Support/Media Support/Performers/Fashion Contest Judges: https://t.co/gPtxQF011D https://t.co/ZiRqP4tU00",2,1,1,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMfoTMTVEAMyfQD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMfoTMTVEAMyfQD?format=jpg&name=large')]",DragonCityIO,"A large-scale cultural Metaverse community @decentraland, 
built by @MetaverseLabs, 
powered by @dragondao_

Join us: dsc.gg/dragoncity",https://pbs.twimg.com/profile_images/1367452060912807941/AV20wemf_normal.jpg
2022-02-25 18:51:33+00:00,1497283139948920839,1497283139948920839,"Our friends @PangeaDAO are assembling a squad of creators for a build at @decentraland #MVFW. Participants will score a coveted whitelist spot and share in revenue from the build. 

Interested? Get in touch! 👇 https://t.co/EzHaUqVW8V",17,7,0,en,,ParcelNFT,"Find your home in the metaverse 🌐 Buy, sell, and browse land 🗺️ Connect and collaborate with creators 🎨 linktr.ee/parcelnft",https://pbs.twimg.com/profile_images/1479532395372158984/tws0soLV_normal.jpg
2022-02-25 18:13:22+00:00,1497273530408308737,1497273530408308737,Here we go!!  #MetaFashionHouse #mvfw https://t.co/8EQrIE5Weo,1,0,0,en,,NFTCreatortours,"Web3 strategy for fashion & beauty brands✨Producer @CULTldn✨ WoW, BB, Key Hodler, Wild✨ I might like cars a little @MetaFashionH (DCL -119,81)",https://pbs.twimg.com/profile_images/1593830088805531648/_AFr44qS_normal.jpg
2022-02-25 17:34:54+00:00,1497263846758973440,1497263851502727169,"The 1st MVFW is a bigger step forward for fashion's relationship with the metaverse &amp; brands participating will get an earl idea of how to create digital shows for virtual audiences.
A virtual movie theatre will show films by chanel &amp; house of Lanvin 

#NFTCommumity",1,1,1,en,,subham101,"Founder @XRCouture | Architect | Born on the Metaverse: ask me, how?",https://pbs.twimg.com/profile_images/1504400314153066499/nM5QpWI0_normal.jpg
2022-02-25 15:30:05+00:00,1497232438094970881,1497232438094970881,"""Offering shoppable &amp; virtually wearable items is important for the
maturation of fashion in the metaverse"" @voguebusiness 

@BosonProtocol is incredibly excited to be participating in #MVFW enabling the sale of physical items as NFTs in the metaverse 🪄📦
https://t.co/8HuadBHxaJ",50,8,1,en,,BosonProtocol,"Web3’s Commerce Layer  

Join the community ⬇️ 
t.me/bosonprotocol 
discord.gg/QSdtKRaap6",https://pbs.twimg.com/profile_images/1564990961423458309/74l9A-xK_normal.jpg
2022-02-25 10:55:50+00:00,1497163422718332928,1497163422718332928,"Dragon City is excited to be one of the locations for the #mvfw, onboarding more Asian brands and designers onto @decentraland ✨ https://t.co/EAjNTCeCsr",8,1,0,en,,DragonCityIO,"A large-scale cultural Metaverse community @decentraland, 
built by @MetaverseLabs, 
powered by @dragondao_

Join us: dsc.gg/dragoncity",https://pbs.twimg.com/profile_images/1367452060912807941/AV20wemf_normal.jpg
2022-02-25 09:00:39+00:00,1496871446626271233,1497134435627515905,"@maghanmcd @decentraland @voguebusiness This is such a huge moment &amp; we're hyped to be participating as #MVFW partners 🎉

👀 Exclusive digital + physical items will be available to purchase from 24th March in Boson Portal; the metaverse marketplace enabling the sale of physical items as #NFTs🌟
https://t.co/Ooy2GlvJ78 https://t.co/N8JVgRVKAX",10,1,1,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMbi72mX0AAI4ya?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMbi72mX0AAI4ya?format=jpg&name=large')]",BosonProtocol,"Web3’s Commerce Layer  

Join the community ⬇️ 
t.me/bosonprotocol 
discord.gg/QSdtKRaap6",https://pbs.twimg.com/profile_images/1564990961423458309/74l9A-xK_normal.jpg
2022-02-25 00:44:29+00:00,1497009571470065664,1497009571470065664,"Paco Rabanne, D&amp;G, and Etro to appear at Metaverse Fashion Week #decentraland #MVFW

https://t.co/6NEsJUdXJj",1,1,0,en,,GoldGuyDCL,Vision Facilitator - Founder - Metaverse's Top Fashion Brand - Gold Guy Co-Founder - @bverseDCL x PartyNetwork - Leader of  the Metaverse Business Community,https://pbs.twimg.com/profile_images/1574148944665272320/JUVM5ybp_normal.jpg
2022-02-24 17:51:47+00:00,1496905713779630083,1496905713779630083,"If this is the initial line-up for the official Metaverse Fashion Week in @decentraland then the full list must be...🤯.

Parcel will of course be there, sponsoring the Community Precinct with @MetaPartyDCL. Stay tuned! #MVFW https://t.co/W2uM9kPsNf",22,3,0,en,,ParcelNFT,"Find your home in the metaverse 🌐 Buy, sell, and browse land 🗺️ Connect and collaborate with creators 🎨 linktr.ee/parcelnft",https://pbs.twimg.com/profile_images/1479532395372158984/tws0soLV_normal.jpg
2022-02-24 16:12:53+00:00,1496871446626271233,1496880822066032640,"@fashionablydgtl @decentraland @voguebusiness It’s an interesting question. D&amp;G just showed in Milan and is doing a show at MVFW (season tbd). Tommy Hilfiger didn’t show at NYFW, is doing a store experience of its Spring 2022 (not fall) collection at MVFW. Dundas just dropped F/W IRL and is showing a version of that at MVFW",7,1,1,en,,maghanmcd,"Senior innovation editor, @VogueBusiness. Voice of the Technology Edit newsletter. Advising Condé Nast in metaverse and Web3. maghan.eth",https://pbs.twimg.com/profile_images/834136418561634305/NS4qknrA_normal.jpg
2022-02-24 16:05:40+00:00,1496879007484235779,1496879007484235779,"Fashion and luxury brands including @PacoRabanne, @Dolcegabbana, @EtroOfficial, @TommyHilfiger, @Roberto_Cavalli and @ElieSaabWorld have joined the official lineup for the first-ever Metaverse Fashion Week (MVFW), which will be hosted by @decentraland.
https://t.co/mcqBaK8bif",12,2,2,en,,voguebusiness,"Sign up to our free newsletter for future focused reporting, deep-dives into tech and sustainability and exclusive data-led insights 📲bit.ly/2TvuUlC",https://pbs.twimg.com/profile_images/1483407775560609792/ZS3osklQ_normal.jpg
2022-02-24 15:35:38+00:00,1496871446626271233,1496871446626271233,"Here's the initial lineup for Metaverse Fashion Week on @decentraland starting March 24. A few big names but also more emerging / indie brands who don't already have a big, independent metaverse presence. A collective experiment! https://t.co/dwVsG77ga1 via @VogueBusiness #mvfw",352,114,168,en,,maghanmcd,"Senior innovation editor, @VogueBusiness. Voice of the Technology Edit newsletter. Advising Condé Nast in metaverse and Web3. maghan.eth",https://pbs.twimg.com/profile_images/834136418561634305/NS4qknrA_normal.jpg
2022-02-24 07:34:13+00:00,1496750294469791745,1496750294469791745,"How are you feeling today? 💙 
Hope you’re getting your glow on.
#NFTCommunity #metaverse #mvfw #metaversefashionweek #decentraland #MilanFashionWeek https://t.co/SvCIiKPupK",5,1,1,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMWGdWvUcAE2yUg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMWGdWvUcAE2yUg?format=jpg&name=large')]",etherealitylove,"Dressing artists, performers + vibe makers across the metaverse. Co-founder @secretlyfamous  #dcl #nftwearables #digitalfashion",https://pbs.twimg.com/profile_images/1497517771386548225/0QqvTTSF_normal.jpg
2022-02-23 19:01:55+00:00,1496560972236046340,1496560972236046340,"Hi @maghanmcd , have you seen the first ever runway in the metaverse? Created by the Supermodel NFTs @C_01_Project . Come visit! MVFW is next month🎉https://t.co/BlTFoMv93g #mvfw #Decentraland #FashionWeek #c01models https://t.co/a2HHGqW2H4",28,16,3,en,"[Photo(previewUrl='https://pbs.twimg.com/media/FMTYc26XoAYIWYe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMTYc26XoAYIWYe?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FMTYiS7WYAol3Ws?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMTYiS7WYAol3Ws?format=jpg&name=large')]",wirelyss,"You found me! Secret page. Modeling, Mandarin 中文，NFT's, etc. -DYOR- 💎  gₒbₗᵢₙ//FVCK.  Team @90s_kids_club",https://pbs.twimg.com/profile_images/1530644483452375043/8W0_xBb__normal.jpg
