Datetime,Conversation ID,Tweet ID,Text,Likes,Retweets,Replies,Media,Username,User Description,User Image
2022-04-22 21:39:29+00:00,1517619121009086465,1517619121009086465,"Metaverse Fashion Week: The hits and misses

#MVFW https://t.co/5pnf8kO2U5",0,0,0,,AndrewAu,"Managing Partner @WanderConsult | Chief Strategy Officer @ Uniplan | Former @EightInc, @ImaginationGLBL, @TheEconomist, @FortuneMagazine, @AOL | 香港人",https://pbs.twimg.com/profile_images/1357514159307554816/fvN10zyZ_normal.jpg
2022-04-22 18:59:04+00:00,1517578751902732290,1517578751902732290,bullish on #mvfw and what it represents. an iconic brand that will take the luxury fashion industry by storm. cc @BloomCapital_ @danielgothits @EnsMaxis @cuartzgwlf https://t.co/ePsonA3riZ https://t.co/5PkA1ghzu4,2,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ-F1LxXIAA7Rhi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ-F1LxXIAA7Rhi?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQ-F1L5WUAEBXlM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ-F1L5WUAEBXlM?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-04-22 11:57:35+00:00,1517472681486176256,1517472681486176256,"Hey guys ! Here is a giveaway from Decentraland Wearable artists.
Legendary #MVFW
Black Bitforce AF1

Like &amp; RT 
Must follow all 3 accounts  
@CaliforniaPlugg
 
@Skullonface 
 
@Eagle_Stephen_
 
Tag 3 friends
48HRS 
#Decentraland #Wearables #NFTdrop #NFT #MetaverseFashionWeek https://t.co/wkO4Pt5w57",54,42,46,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ8lP28XEAEVjGC?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FQ8lP28XEAEVjGC?format=png&name=large')]",Eagle_Stephen_,"Electronic systems engineer-aerospace oriented.
VoxelArtist,3Dmodeler,SandBox Land Owner. HashLips Core Team 
🎭 CryptoReaper X @cryptoreaperX #nft #hustler",https://pbs.twimg.com/profile_images/1532402474929246211/ojYAmBhH_normal.png
2022-04-22 07:25:23+00:00,1517404142171344897,1517404180419293184,"We expect to see fashion make a full crossover into the metaverse as more brands leverage this new digital space. Did you tune into  #MVFW ? if so sound off below and share your favorite NFT fashion below!
✍️by @LuckyGa74882673 
#Metaverse #Wearables #NFT",2,1,0,,fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:20+00:00,1517404142171344897,1517404166997618688,"In addition to digital wearables on 3D avatars, MVFW showcased pop-ups from retailers selling NFT digiphysical items. Like, Privé Porter, who had its luxury resale pop-up shop in Decentraland’s Threedium Plaza. https://t.co/hNz1rzGXEu",1,1,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ7lUkbVgAA2gwR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ7lUkbVgAA2gwR?format=jpg&name=large')]",fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:18+00:00,1517404142171344897,1517404162429906945,"Another participant in the first digital fashion week, German fashion designer Philipp Plein also participated in this year's MVFW and showcased his NFT collection in the designs house newly acquired $1.4 million Plein Plaza, which is a plot of land in the Decentraland metaverse. https://t.co/7ROKk3plQv",1,1,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ7lIsLVUAApcvh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ7lIsLVUAApcvh?format=jpg&name=large')]",fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:16+00:00,1517404142171344897,1517404151533121537,"Unlike any other fashion week, #MVFW  included brands and designers who displayed wearable nonfungible tokens (NFTs) on 3D avatars. While the idea of digital fashion is not new, fashion designers praised MVFW as one of the most exciting ways for brands to engage with consumers. https://t.co/tkiLmwNBvD",1,1,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ7mJSvUYAEcF1z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ7mJSvUYAEcF1z?format=jpg&name=large')]",fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:15+00:00,1517404142171344897,1517404148047630336,"#MVFW hosted artists and designers including fashion giants like Tommy Hilfiger, Estée Lauder, Philipp Plein, Selfridges and Dolce &amp; Gabbana. https://t.co/1TG6aop7kE",1,1,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ7kWaeVsAE4CoI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ7kWaeVsAE4CoI?format=jpg&name=large')]",fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:14+00:00,1517404142171344897,1517404144042004481,Metaverse Fashion Week (MVFW) a completely virtual experience just wrapped up and we want to chat about some of the highlights. The digital event took place in Decentraland; a decentralized virtual social platform on the Ethereum blockchain.,1,1,1,,fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 07:25:14+00:00,1517404142171344897,1517404142171344897,FN #MVFW recap: Wearables and NFTs in Decentraland https://t.co/7yEYsU4lm1,1,1,2,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ7mEjgVsAAqdrr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ7mEjgVsAAqdrr?format=jpg&name=large')]",fashionotes,𝔅𝔲𝔦𝔩𝔡𝔦𝔫𝔤 𝔱𝔥𝔢 𝔉𝔲𝔱𝔲𝔯𝔢 𝔬𝔣 𝔉𝔞𝔰𝔥𝔦𝔬𝔫 𝔖𝔦𝔫𝔠𝔢 𝔐𝔐𝔛 🔮  𝓓𝓮𝓬𝓮𝓷𝓽𝓻𝓪𝓵𝓲𝔃𝓮𝓭 𝓕𝓪𝓼𝓱𝓲𝓸𝓷 𝓘𝓬𝓸𝓷 💖💧✨,https://pbs.twimg.com/profile_images/1496959906980810760/AjWJalzB_normal.jpg
2022-04-22 01:47:14+00:00,1517319081673777153,1517319081673777153,digital fashion #ENSs #MVFW https://t.co/JlJ5BwuVnU,3,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQ6ZqdZXoAAfTaz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ6ZqdZXoAAfTaz?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQ6ZqdZWQAAC7R6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ6ZqdZWQAAC7R6?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQ6ZqdYXsAE0e46?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQ6ZqdYXsAE0e46?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-04-21 15:50:05+00:00,1517168805583409157,1517168805583409157,https://t.co/5ya03edWk8 #MVFW #DAZZLE,0,0,0,,liujonson2018,区块链,https://pbs.twimg.com/profile_images/1514539741957730309/j95USaCf_normal.jpg
2022-04-21 15:36:03+00:00,1517165272985051136,1517165272985051136,"Big XR News from Meta, Virbela, Ithra Center, Osso VR, and MVFW https://t.co/QAKNklAJKb https://t.co/ucH7MQH058",2,0,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FQ4NxrsUYAAhuCq.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FQ4NxrsUYAAhuCq.mp4', bitrate=0)])]",L_Spencer,Director of Omnichannel for LVMH USA. Digital marketing nerd. Videogame addict! All my tweets are my own.,https://pbs.twimg.com/profile_images/889931065162252288/lbtBtl8F_normal.jpg
2022-04-21 02:15:38+00:00,1516952033571618816,1516963840382185476,@NikkiFuego92 @DokiDCL @stateless_eth Just had to pull the trigger tonight. Been eyeballing this piece since #MVFW - got down to the last one and I couldn't stand the thought of not having it #FOMO... ❣️,3,0,2,,SLHandmade,"Small Business Owner: turned my passion into a thriving business. Love Digital Fashion, NFTs & AI Generative Art; Aspiring UI Developer. Metaverse Pioneer.",https://pbs.twimg.com/profile_images/1536553719529185282/apamY4jR_normal.jpg
2022-04-20 23:33:23+00:00,1516923009575137281,1516923009575137281,"先日開催されたメタバースファッションウィークとその他動向についてお話ししました😌是非聞いてください✨

#087 ファッションメタバースの未来はいかに⁉︎アメリカの最新動向✨🌍 - 美輝 エルメ | MIKI HERME 
https://t.co/ZCgiIbk2EQ
#Voicy #voicyパーソナリティ　#mvfw",1,1,0,,mikiherme,ニューヨーク在住🗽 グローバルキャリアコミュニティOUIARE NEW YORK 代表🌍 米国ファッションテック、インフルエンサー&デジタルマーティング戦略スペシャリスト📱メディアパーソナリティ🎙メディア出演、お仕事依頼は contact@mikinyc.com 迄,https://pbs.twimg.com/profile_images/1475739336100433921/OW0F9UOM_normal.jpg
2022-04-20 17:15:36+00:00,1516827940159373312,1516827940159373312,I'll never forget MVFW. Till next year. https://t.co/pArDe1DLgc,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQza4wEXIAQAmU0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQza4wEXIAQAmU0?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQza4wCXIAEtdri?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQza4wCXIAEtdri?format=jpg&name=large')]",SwayzeStreams,"Ready Player One
Web 3.0
Enter The Metaverse👾",https://pbs.twimg.com/profile_images/1476242695538552834/xNLU8Hus_normal.jpg
2022-04-20 16:43:38+00:00,1516819892665827331,1516819892665827331,"""Despite the hiccups, the #mvfw saw 108,000 unique attendees during the course of the event, with $76,757 worth of wearables sold.""
👉Je n'appellerais pas ça un ""succès""... Et on ne connait pas les  montants investis...
#metaverse #eventprofs 
https://t.co/hhkzTZCY8I",1,0,1,,Nat_Bad,"#VintageGeekGirl🤳🏽💅 #SocialMedia Strategies 👍🤩 #ExecutiveCoaching 🏆😀 #eReputation✏️🧐 Go-to-#Metaverse Strategist.
👉Tweets frais et vérifiés.",https://pbs.twimg.com/profile_images/1475819930331357187/x62NyKJI_normal.jpg
2022-04-20 14:18:14+00:00,1516783304766238721,1516783304766238721,"「Metaverse Fashion Week」

2022.3.24～3.27に開催されたメタバースファッションウィーク、""MVFW""

Dolce &amp; Gabbana、CHARLES &amp; KEITH 、Tommy Hilfiger、ETROが参入してたのが話題になってましたが、もうメタバースへの参入は""当たり前""になっていくのかも??✔︎

ETRO https://t.co/rdbj3wAxEC",0,0,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQyyX7kVcAQmwsg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQyyX7kVcAQmwsg?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQyyX7iVsAQDBB9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQyyX7iVsAQDBB9?format=jpg&name=large')]",0yen_thunder0,blender/メタメタバース/NFT/デジタルファッション/⚡︎⚡︎🙌/MZDAO/Instagram↓↓ instagram.com/yen_thunder/,https://pbs.twimg.com/profile_images/1575536985904599040/1Ius6p9i_normal.jpg
2022-04-20 13:15:42+00:00,1516767566995329024,1516767566995329024,"ICYMI: @dolcegabbana, @TommyHilfiger, @Forever21, @dkny and @EsteeLauder entered the virtual world to present during the inaugural Metaverse Fashion Week (MVFW) 👏

See more from this #virtualevent (including a literal ""catwalk""👀)👇

https://t.co/rIi1pr1jvq",1,0,0,,BizBash,#BizBash is where #eventpros go for creative ideas and inspiration from events around the globe 🎉 Subscribe: bizba.sh/buzz,https://pbs.twimg.com/profile_images/1542849060926898176/8r7czawO_normal.jpg
2022-04-19 23:13:36+00:00,1516555643720806407,1516555643720806407,"Just like @FashionWeek, we now have a Metaverse Fashion Week. The $1bn question is WHO will own the opportunity to shape the evolution of fashion in the Metaverse. #MVFW.

Now imagine when the Metaverse fully matures. 

#MediaImpactValue

cc @voguebusiness @maghanmcd https://t.co/S5ONEf2ele",3,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQvjUfQX0AAGiaf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvjUfQX0AAGiaf?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQvjUfMXsAcNj9D?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvjUfMXsAcNj9D?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-04-19 22:44:36+00:00,1516548105273212934,1516548344914800640,"◉メタバース  もう未来の話じゃない！

📊関連市場規模：2028年には100兆円規模
👗メタバース版パリコレ⁈：『MVFW』
👟NIKEが買収：バーチャルスニーカーブランド『RTFKT』 https://t.co/L315hONUqH",4,1,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FQvcriHakAACrNR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvcriHakAACrNR?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQvcri5aIAAD_7T?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvcri5aIAAD_7T?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FQvcrjHakAAavwQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvcrjHakAAavwQ?format=jpg&name=large')]",kanta_ezawa,02’｜法政｜BizDevDojo Co. Associate Consultant｜㍿なんでもドラフト 広報・PR -ファンタジースポーツ- @info_nandora ｜㍿このめ -インサイドセールス-｜Business Contest KING 渉外局 @waav_king,https://pbs.twimg.com/profile_images/1411610260075204614/vQEy93Lo_normal.jpg
2022-04-19 21:01:56+00:00,1516522510925410308,1516522510925410308,"hints of another #mvfw on the way. 
cc @maghanmcd @art_wallet https://t.co/fDkIVlVYpV",1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQvFL7ZX0AY8KDc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQvFL7ZX0AY8KDc?format=jpg&name=large')]",dinar_afro,High Level Observer. Builder. #ENS #ETH #BTC #DeFi #Digitalidentity,https://pbs.twimg.com/profile_images/1588861083590139904/YCA3_EeP_normal.jpg
2022-04-19 19:28:14+00:00,1516498929336082438,1516498929336082438,awesome video @MetaModelAgency  - so proud of how the community came together for #MVFW! 💯 https://t.co/UAEVcB99Lb,7,0,4,,MetaPartyDCL,"CyberStrife NFT Collection:
opensea.io/collection/cyb…

Discord: discord.gg/2Skr3ayxT7",https://pbs.twimg.com/profile_images/1520751129163931648/QlMBEeR6_normal.jpg
2022-04-19 02:30:42+00:00,1516242859929702403,1516242859929702403,More #mvfw ! Stay tuned for my #Decentraland street style💅🏿👖👚recap via @fashionotes https://t.co/XpqvIRDZxy,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQrG15jVsAMedmC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQrG15jVsAMedmC?format=jpg&name=large')]",LuckyGReina,"✨Just having a human experience✨
5D🦋let us live for the beauty of our own reality
🇬🇹🇯🇲🇨🇲
#TheBallads IYKYK 
Stream 'Lemonade' 🍋🍋by @mrloveballad",https://pbs.twimg.com/profile_images/1557845802231377920/vCldpLQy_normal.jpg
2022-04-19 02:00:10+00:00,1516235174907985924,1516235174907985924,"The Inside Scoop into the World of Women and The Fabricant Collaboration https://t.co/EZho6xEHqm 

#NFTs #NFTNews #NFTCommunity #WOW #Fashion #Metaverse #MVFW https://t.co/NLeVZzOCay",5,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQq_2qMWUAU-_3z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQq_2qMWUAU-_3z?format=jpg&name=large')]",Omnimint_xyz,"NFT Tools
Daily NFT Drops 
Analytics + Rarity Ranking
Daily News and NFTutorials",https://pbs.twimg.com/profile_images/1579326021072920576/SPM41vXu_normal.jpg
2022-04-18 17:00:26+00:00,1516099345636069376,1516099345636069376,"#NFTnews 📰 The First-of-Its-Kind #MetaverseFashion Week Was Held in March: Here Are 5 Major Takeaways 👜👗👖

Read more: https://t.co/e7b0vhqCxn

#Metaverse #NFT #NFTs #MVFW #NFTcommunity #crypto",5,0,2,,ReadDailyCoin,"#DailyCoin your Daily #Crypto, #Cryptocurrency News.
👉 Join our Telegram: t.me/DailyCoinCrypto",https://pbs.twimg.com/profile_images/1497170787689803778/3K7Q5d-9_normal.jpg
